PRA? DA S?                                                            S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01001000 
PRA? DA S?                                                            S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01001001 
RUA FILIPE DE OLIVEIRA                                                  S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01001010 
PRA? DA S? 108                                                        S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01001900 
PRA? DA S? 108                                                        S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01001900 
PRA? DA S? 371                                                        S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01001901 
PRA? DA S? 371                                                        S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01001901 
PRA? DA S? 385                                                        S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01001902 
PRA? DA S? 385                                                        S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01001902 
RUA DIREITA                                                             S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01002000 
RUA DIREITA                                                             S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01002001 
PRA? DO PATRIARCA                                                      S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01002010 
VIADUTO DO CH?                                                          CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01002020 
RUA DIREITA, 32                                                         S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01002901 
RUA DIREITA, 32                                                         S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01002901 
RUA DIREITA, 191                                                        S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01002902 
RUA DIREITA, 191                                                        S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01002902 
RUA DIREITA, 250                                                        S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01002903 
RUA DIREITA, 250                                                        S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01002903 
RUA JOS?BONIF?CIO                                                      S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003000 
RUA JOS?BONIF?CIO                                                      S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003001 
PRA? OUVIDOR PACHECO E SILVA                                           S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003010 
RUA JOS?BONIF?CIO, 24                                                  S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003900 
RUA JOS?BONIF?CIO, 24                                                  S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003900 
RUA JOS?BONIF?CIO, 93                                                  S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003901 
RUA JOS?BONIF?CIO, 93                                                  S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003901 
RUA JOS?BONIF?CIO, 209                                                 S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003902 
RUA JOS?BONIF?CIO, 209                                                 S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003902 
RUA JOS?BONIF?CIO, 250                                                 S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003903 
RUA JOS?BONIF?CIO, 250                                                 S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003903 
RUA JOS?BONIF?CIO, 278                                                 S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003904 
RUA JOS?BONIF?CIO, 278                                                 S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003904 
RUA JOS?BONIF?CIO, 367                                                 S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003905 
RUA JOS?BONIF?CIO, 367                                                 S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01003905 
RUA BAR? DE PARANAPIACABA                                              S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004000 
RUA QUINTINO BOCAI?A                                                   S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004010 
RUA QUINTINO BOCAI?A, 71                                               S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004900 
RUA QUINTINO BOCAI?A, 71                                               S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004900 
RUA QUINTINO BOCAI?A, 176                                              S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004901 
RUA QUINTINO BOCAI?A, 176                                              S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004901 
RUA QUINTINO BOCAI?A, 191                                              S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004902 
RUA QUINTINO BOCAI?A, 191                                              S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004902 
RUA QUINTINO BOCAI?A, 231                                              S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004903 
RUA QUINTINO BOCAI?A, 231                                              S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004903 
RUA BAR? DE PARANAPIACABA, 93                                          S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004904 
RUA BAR? DE PARANAPIACABA, 93                                          S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01004904 
RUA BENJAMIN CONSTANT                                                   S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01005000 
LARGO S? FRANCISCO                                                     S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01005010 
RUA S? FRANCISCO                                                       S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01005020 
RUA DO OUVIDOR                                                          S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01005030 
RUA BENJAMIN CONSTANT, 153                                              S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01005900 
RUA BENJAMIN CONSTANT, 153                                              S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01005900 
RUA SENADOR FEIJ?                                                      S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006000 
RUA SENADOR FEIJ?                                                      S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006001 
RUA SENADOR PAULO EG?IO                                                S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006010 
RUA CRIST?? COLOMBO                                                   S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006020 
VIADUTO BRIGADEIRO LUIZ ANT?IO                                         S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006030 
PRA? PAULO ALFEU DE MONTEIRO DUARTE                                    S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006040 
RUA SENADOR FEIJ? 69                                                   S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006900 
RUA SENADOR FEIJ? 69                                                   S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006900 
RUA SENADOR FEIJ? 143                                                  S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006901 
RUA SENADOR FEIJ? 143                                                  S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006901 
RUA SENADOR PAULO EG?IO, 15                                            S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006903 
RUA SENADOR PAULO EG?IO, 15                                            S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006903 
RUA SENADOR PAULO EG?IO, 72                                            S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006904 
RUA SENADOR PAULO EG?IO, 72                                            S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006904 
RUA SENADOR FEIJ? 143                                                  S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006905 
RUA SENADOR FEIJ? 143                                                  S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01006905 
RUA RIACHUELO                                                           S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01007000 
RUA DOUTOR FALC? FILHO                                                 CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01007010 
PRA? DA BANDEIRA                                                       CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01007020 
GALERIA PRESTES MAIA                                                    CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01007030 
PARQUE ANHANGABA?                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01007040 
PASSARELA CARLOS DRUMMOND DE ANDRADE                                    CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01007050 
VIADUTO DOUTOR EUS?IO STEVAUX                                          CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01007060 
LARGO FERNANDO GALLEGO                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01007070 
PASSARELA DO PIQUES                                                     CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01007080 
RUA DOUTOR FARIA PEREIRA, 56                                            CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01007900 
RUA DOUTOR FARIA PEREIRA, 56                                            CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01007900 
RUA RIACHUELO, 44                                                       S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01007901 
RUA RIACHUELO, 44                                                       S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01007901 
RUA RIACHUELO, 115                                                      S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01007904 
RUA RIACHUELO, 115                                                      S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01007904 
RUA RIACHUELO, 20                                                       S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01007905 
RUA RIACHUELO, 20                                                       S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01007905 
RUA RIACHUELO, 231                                                      S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01007906 
RUA RIACHUELO, 231                                                      S?                                                                     S? PAULO                                                               S? PAULO                                                               SP01007906 
RUA L?ERO BADAR?                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008000 
RUA DOUTOR MIGUEL COUTO                                                 CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008010 
RUA DOUTOR MIGUEL COUTO, 53                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008900 
RUA DOUTOR MIGUEL COUTO, 53                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008900 
RUA DOUTOR MIGUEL COUTO, 58                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008901 
RUA DOUTOR MIGUEL COUTO, 58                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008901 
RUA L?ERO BADAR? 92                                                   CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008902 
RUA L?ERO BADAR? 92                                                   CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008902 
RUA L?ERO BADAR? 152                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008903 
RUA L?ERO BADAR? 152                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008903 
RUA L?ERO BADAR? 158                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008904 
RUA L?ERO BADAR? 158                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008904 
RUA L?ERO BADAR? 346                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008905 
RUA L?ERO BADAR? 346                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008905 
RUA L?ERO BADAR? 504                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008906 
RUA L?ERO BADAR? 504                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008906 
RUA L?ERO BADAR? 600                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008908 
RUA L?ERO BADAR? 600                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01008908 
RUA L?ERO BADAR?                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009000 
RUA L?ERO BADAR? 93                                                   CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009901 
RUA L?ERO BADAR? 93                                                   CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009901 
RUA L?ERO BADAR? 101                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009902 
RUA L?ERO BADAR? 101                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009902 
RUA L?ERO BADAR? 471                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009903 
